Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals,
September 2009,Kambali Health Center,,,105,,,,,,,,,,,,,,27,,45,,,1,,10,,145,,
September 2009,Wa Urban Health Center,32,0,254,,,9,,,,,,,9,11,,,2,,16,,,,,39,,384,15,
September 2009,Dondoli CHPS,,,37,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Charingu Health Center,,,26,,,,,,,,,,,1,,,,,7,,,,,10,,38,,
September 2009,Charia Health Center,7,0,25,,,,,,,,,,1,5,,,,,,,3,,,17,,125,,
September 2009,Piisi (wa) CHPS,,,9,,,,,,,,,,,,,,,,,,,,,,,8,,
September 2009,Adolescent Health Center,,,12,,,,,,,,,,,7,,,,,6,,,,,68,,696,5,
September 2009,Wa Market Clinic,,,138,,,,,1,,,,,1,,,,,,6,,,,,4,11,112,13,
September 2009,Al-ahzar Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Busa Health Center,7,0,58,,,,,,,,,,1,,,,,,3,,,,,11,,,,
September 2009,Bamahu CHPS,,,,,,,,,,,,,,,,,2,,3,,,,,2,,10,,
September 2009,Good Sheperd Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Nakore CHPS,,,15,,,,,,,,,,,,,,1,,,,,1,,13,,40,,
September 2009,Gbegru CHPS,2,0,7,,,1,,,,,,,,,,,,,,,,1,,,,8,1,
September 2009,Dobile South CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Arch Bishop Dery M. Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Upper West Regional Hospital,258,2,539,28,,,,,,,,,30,13,,,96,,,,23,,,15,,116,,
September 2009,Bamahu Health Center,,,16,,,,,,,,,,,,,,1,,7,,,,,3,,25,,
September 2009,Kpongu CHPS,,,19,,,,,,,,,,,,,,,,,,,,,1,,5,,
September 2009,Biihee CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Konta North Clinic,,,38,,,,,,,,,,,,,,,,1,,,,,11,,74,,
September 2009,Boli CHPS,,,18,,,,,,,,,,,,,,,,,,,,,,,15,,
September 2009,Tampalipaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,3,,17,,
September 2009,Dandafuro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Nyagli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Dobile North CHPS,,,18,,,,,,,,,,1,,,,,,1,,,,,3,,40,2,
October 2009,Upper West Reg. Police Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Jonga CHPS,,,17,,,,,,,,,,,,,,1,,1,,,,,4,,30,,
October 2009,Islamic Hospital,,,,,,,,,,,56,4,,20,,,4,,,,,,,4,,,1,
October 2009,Wa SHS Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Sing CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Konjiehi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Yibile CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Mangu/Sombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Ahamadiya (wa) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Kunbiehi CHPS,,,5,,,,,,,,,,,,,,,,,,,,,,,1,,
October 2009,Kperisi CHPS,,,37,,,,,1,,,,,,,,,,,5,,,1,,3,,32,,
October 2009,Kambali Health Center,,,157,,,,,,,,,,,,,,31,,74,,,,,9,,144,,
October 2009,Wa Urban Health Center,35,0,349,,,2,,2,,,,,6,14,,,3,,10,,,,,68,,164,4,
October 2009,Dondoli CHPS,,,11,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Charingu Health Center,,,42,,,,,,,,,,,,,,,,,,,,,3,,,1,
October 2009,Charia Health Center,8,0,26,,,,,,,,,,5,,,,,,1,,1,1,,12,,77,8,
October 2009,Piisi (wa) CHPS,,,11,,,,,,,,,,,,,,,,,,,,,1,,7,,
October 2009,Adolescent Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Wa Market Clinic,,,136,,,,,2,,,,,,,,,,,8,,,,,18,,108,7,
October 2009,Al-ahzar Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Busa Health Center,5,0,60,,,2,,,,,,,1,,,,1,,,,,,,3,,24,5,
October 2009,Bamahu CHPS,,,12,,,,,,,,,,,,,,3,,2,,,,,8,18,2,,
October 2009,Good Sheperd Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Nakore CHPS,,,35,,,,,,,,,,,2,,,,,,,,,,11,,30,,
October 2009,Gbegru CHPS,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Dobile South CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Arch Bishop Dery M. Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Upper West Regional Hospital,267,3,582,49,,,,,,,,,26,20,,,67,,3,,10,,,,,92,,
October 2009,Bamahu Health Center,,,29,,,1,,,,,,,,,,,1,,1,,,1,,3,,28,1,
October 2009,Kpongu CHPS,,,21,,,,,,,,,,,,,,,,,,,,,4,,13,,
October 2009,Biihee CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Konta North Clinic,,,36,,,,,,,,,,2,1,,,,,,,,,,18,,145,,
October 2009,Boli CHPS,,,22,,,,,,,,,9,,,,,,,,,,,,,,,,
October 2009,Tampalipaani CHPS,,,3,,,,,,,,,,,,,,,,,,,,,3,,7,,
October 2009,Dandafuro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Nyagli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Dobile North CHPS,,,19,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Upper West Reg. Police Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Jonga CHPS,1,0,5,,,,,,,,,,,1,,,,,1,,3,,,7,,13,1,
November 2009,Islamic Hospital,,,,,,,,,,,29,405,,8,,,,,,,,,,,,,1,
November 2009,Wa SHS Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Sing CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Konjiehi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Yibile CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Mangu/Sombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Ahamadiya (wa) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Kunbiehi CHPS,,,7,,,,,,,,,,,,,,,,,,,,,,,3,,
November 2009,Kperisi CHPS,,,42,,,,,,,,,,,,,,,,1,,,,,6,,18,,
November 2009,Kambali Health Center,,,142,,,,,,,,,,,,,,20,,43,,,,,11,,121,,
November 2009,Wa Urban Health Center,,,,,,,,,,,,,1,12,,,4,,14,10,,,,64,,244,8,
November 2009,Dondoli CHPS,,,28,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Charingu Health Center,,,50,,,,,,,,,,1,,,,1,,,,,,,1,,8,,
November 2009,Charia Health Center,3,0,32,,,,,,,,,,4,1,,,,,4,,2,2,,20,,88,7,
November 2009,Piisi (wa) CHPS,,,10,,,,,,,,,,,,,,,,,,,1,,1,,2,,
November 2009,Adolescent Health Center,,,12,,,,,,,,,,,8,,,,,,,,,,87,,,11,
November 2009,Wa Market Clinic,,,117,,,,,,,,,,,2,,,,,2,,,,,28,,80,,
November 2009,Al-ahzar Clinic,,,,,,,,,,,12,197,,10,,2,,,,,,,,3,,,1,
November 2009,Busa Health Center,4,0,53,,,1,,,,,,,3,,,,1,,2,,,,,2,,11,6,
November 2009,Bamahu CHPS,,,5,,,,,,,,,,,,,,,,1,,,,,1,,12,1,
November 2009,Good Sheperd Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Nakore CHPS,,,22,,,,,,,,,,,,,,,,,,,,,14,,6,,
November 2009,Gbegru CHPS,,,6,,,1,,,,,,,,,,,,,,,,,,,,7,,
November 2009,Dobile South CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Arch Bishop Dery M. Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Upper West Regional Hospital,214,1,458,39,,,,,,,,,18,20,,,106,,1,,38,,,2,,111,,
November 2009,Bamahu Health Center,,,20,,,,,,,,,,,,,,,,2,,,,,3,,10,2,
November 2009,Kpongu CHPS,,,25,,,,,,,,,17,,,,,,,,,,,,6,,,,
November 2009,Biihee CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Konta North Clinic,,,40,,,,,,,,,,,,,,,,,,,,,36,,105,,
November 2009,Boli CHPS,,,21,,,,,,,,,,,,,,,,,,,,,,,2,,
November 2009,Tampalipaani CHPS,,,6,,,,,,,,,,,,,,,,,,,,,,,7,,
November 2009,Dandafuro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Nyagli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Dobile North CHPS,,,15,,,,,,,,,,,,,,,,,,,,,11,,,,
December 2009,Upper West Reg. Police Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Jonga CHPS,,,10,,,,,,,,,,,,,,,,,,,,,,,7,,
December 2009,Islamic Hospital,,,,,,,,,,,,,,32,,,,,,,,,,,,,5,
December 2009,Wa SHS Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Sing CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Konjiehi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Yibile CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Mangu/Sombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Ahamadiya (wa) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Kunbiehi CHPS,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,
December 2009,Kperisi CHPS,,,45,,,,,,,,,,,,,,,,6,,,,,12,,8,,
December 2009,Kambali Health Center,,,152,,,,,,,,,,,,,,9,,15,,,,,9,,165,,
December 2009,Wa Urban Health Center,24,0,240,,,,,,,,,,3,13,,,2,,7,,,,,25,,153,4,
December 2009,Dondoli CHPS,,,30,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Charingu Health Center,2,0,46,,,,,2,,,,,,1,,,,,6,,,,,7,,16,,
December 2009,Charia Health Center,9,0,28,,,1,,,,,,,6,2,,,,,,,,,,19,,84,,
December 2009,Piisi (wa) CHPS,,,12,,,,,,,,,,,,,,,,1,,,,,1,,2,1,
December 2009,Adolescent Health Center,,,13,,,,,,,,,,,5,,,,,1,,,,,107,,370,9,
December 2009,Wa Market Clinic,,,135,,,,,1,,,,,,,,,,,1,,,,,15,,94,,
December 2009,Al-ahzar Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Busa Health Center,10,0,73,,,,,,,,,,5,,,,,,2,,3,,,15,3,16,,
December 2009,Bamahu CHPS,,,16,,,,,,,,,,,,,,,,4,,,,,4,,10,,
December 2009,Good Sheperd Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Nakore CHPS,,,22,,,,,,,,,,,,,,1,,,,,,,10,,19,,
December 2009,Gbegru CHPS,,,5,,,,,,,,,,,,,,,,,,,,,,,9,,
December 2009,Dobile South CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Arch Bishop Dery M. Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Upper West Regional Hospital,193,1,475,27,,8,,,,,,,22,14,,,73,,1,,26,,,3,,89,,
December 2009,Bamahu Health Center,,,28,,,,,,,,,,,,,,,,1,,,,,3,,2,,
December 2009,Kpongu CHPS,,,16,,,,,,,,,,,,,,,,,,,,,5,,5,,
December 2009,Biihee CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Konta North Clinic,,,45,,,,,1,,,,,,,,,,,,,,,,12,,59,,
December 2009,Boli CHPS,,,32,,,,,,,,,,,,,,,,,,,,,,,4,,
December 2009,Tampalipaani CHPS,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Dandafuro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Nyagli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Dobile North CHPS,,,20,,,,,,,,,,,,,,1,,,,,,,3,,26,,
January 2010,Upper West Reg. Police Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Jonga CHPS,,,9,,,,,,,,,,,,,,,,4,,,,,7,,8,,
January 2010,Islamic Hospital,,,,,,,,,,,17,155,,19,,,,,,,,,,3,,,3,
January 2010,Wa SHS Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Sing CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Konjiehi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Yibile CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Mangu/Sombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Ahamadiya (wa) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Kunbiehi CHPS,,,15,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Kperisi CHPS,,,44,,,1,,,,,,,,,,,,,7,,,,,6,,7,,
January 2010,Kambali Health Center,,,76,,,,,1,,,,,,,,,5,,12,,,1,,4,,124,,
January 2010,Wa Urban Health Center,20,0,277,,,2,,,,,,329,2,12,,,7,,12,,,,,25,,76,9,
January 2010,Dondoli CHPS,,,17,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Charingu Health Center,,,42,,,,,,,,,,,,,,,,4,,,,,3,,11,,
January 2010,Charia Health Center,5,0,3,,,,,,,,,,6,2,,,3,,,,,,,12,,68,5,
January 2010,Piisi (wa) CHPS,,,6,,,,,,,,,,,,,,,,,,,,,5,,,,
January 2010,Adolescent Health Center,,,4,,,,,,,,,,,5,,,,,2,,,,,61,,249,5,
January 2010,Wa Market Clinic,,,135,,,8,,,,,,,,,,,,,7,,,,,16,4,67,14,
January 2010,Al-ahzar Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Busa Health Center,9,0,60,,,2,,,,,,77,3,,,,,,8,3,,,,13,,16,,
January 2010,Bamahu CHPS,,,15,,,,,,,,,,,,,,,,,,,,,4,,,,
January 2010,Good Sheperd Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Nakore CHPS,,,38,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Gbegru CHPS,,,5,,,1,,,,,,,1,,,,1,,,,,,,2,,6,1,
January 2010,Dobile South CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Arch Bishop Dery M. Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Upper West Regional Hospital,200,1,523,25,,10,,,,,,,22,12,,,96,,3,,24,19,,7,,,,
January 2010,Bamahu Health Center,,,30,,,,,,,,,,,,,,,,2,,,,,3,,12,1,
January 2010,Kpongu CHPS,,,27,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Biihee CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Konta North Clinic,,,34,,,,,,,,,,,,,,,,,,,,,12,,56,,
January 2010,Boli CHPS,,,29,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Tampalipaani CHPS,,,8,,,,,,,,,,,,,,,,,,,,,8,,,,
January 2010,Dandafuro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Nyagli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Dobile North CHPS,,,18,,,,,,,,,,,,,,,,3,,,,,12,,21,2,
February 2010,Upper West Reg. Police Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Jonga CHPS,1,0,9,,,,,,,,,,,1,,,,,1,,,,,1,,5,,
February 2010,Islamic Hospital,,,,,,,,,,,,2,,16,,,4,,,,,,1,8,,,5,
February 2010,Wa SHS Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Sing CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Konjiehi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Yibile CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Mangu/Sombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Ahamadiya (wa) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Kunbiehi CHPS,,,10,,,,,1,,,,,,,,,,,,,,,,,,3,1,
February 2010,Kperisi CHPS,,,46,,,,,,,,,,,,,,1,,,,,,,3,,14,,
February 2010,Kambali Health Center,,,88,,,,,,,,,,,,,,,,13,,,,,17,,96,,
February 2010,Wa Urban Health Center,20,0,256,,,2,,6,,,,,4,2,,,,,6,,,,,61,,98,,
February 2010,Dondoli CHPS,,,24,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Charingu Health Center,3,0,41,,,,,2,,,,,1,,,,,,4,,,,,2,,11,2,
February 2010,Charia Health Center,4,0,27,,,,,,,,,,5,,,,,,,,1,,,17,,56,7,
February 2010,Piisi (wa) CHPS,,,10,,,,,,,,,,,,,,,,1,,,,,2,,,,
February 2010,Adolescent Health Center,,,17,,,,,,,,,,,6,,,,,3,,,,,62,,214,,
February 2010,Wa Market Clinic,,,120,,,,,,,,,,4,,,,,,4,,,,,7,5,72,,
February 2010,Al-ahzar Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Busa Health Center,8,0,67,,,1,,,,,,,2,,,,,,3,,3,,1,3,,10,,
February 2010,Bamahu CHPS,,,24,,,,,,,,,,,,,,1,,6,,,,,2,,,3,
February 2010,Good Sheperd Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Nakore CHPS,,,24,,,,,,,,,,,,,,,,,,,,,4,,12,,
February 2010,Gbegru CHPS,,,2,,,,,,,,,,,,,,,,1,,,,,2,,2,,
February 2010,Dobile South CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Arch Bishop Dery M. Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Upper West Regional Hospital,166,1,462,24,,35,,,,,,,16,6,,,109,,4,,32,13,2,4,,75,30,
February 2010,Bamahu Health Center,,,32,,,,,,,,,,,,,,,,1,,,,,2,,8,,
February 2010,Kpongu CHPS,,,30,,,,,,,,,,,,,,,,,,,,,8,,18,,
February 2010,Biihee CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Konta North Clinic,,,40,,,,,,,,,,,,,,,,,,,,,8,,76,,
February 2010,Boli CHPS,,,28,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Tampalipaani CHPS,,,6,,,,,,,,,,,,,,,,,,,,,4,,7,,
February 2010,Dandafuro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Nyagli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Dobile North CHPS,,,14,,,,,,,,,,,,,,,,2,,,,,2,,8,,
March 2010,Upper West Reg. Police Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Jonga CHPS,1,0,10,,,,,,,,,,,,,,2,,2,,,,,3,,10,,
March 2010,Islamic Hospital,,,,,,,,,,,7,18,,119,,,7,,,,,,,35,,,,
March 2010,Wa SHS Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Sing CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Konjiehi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Yibile CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Mangu/Sombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Ahamadiya (wa) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Kunbiehi CHPS,,,11,,,,,2,,,,,,,,,,,,,,,,,,,,
March 2010,Kperisi CHPS,,,55,,,,,,,,,,,,,,,,4,,,,,8,,14,,
March 2010,Kambali Health Center,,,140,,,2,,,,,,,,,,,,,12,,,,,39,,142,,
March 2010,Wa Urban Health Center,31,0,347,,,2,,1,,,,,12,,,,1,,8,,1,,1,29,,45,7,
March 2010,Dondoli CHPS,,,25,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Charingu Health Center,4,0,54,,,,,2,,,,,1,1,,,1,,3,,,,,2,,17,2,
March 2010,Charia Health Center,7,0,40,,,3,,2,,,,,1,,,,,,,,1,,1,22,,47,16,
March 2010,Piisi (wa) CHPS,,,9,,,,,,,,,,,,,,,,,,,,,1,,,,
March 2010,Adolescent Health Center,,,17,,,,,,,,,,,9,,,,,6,,,1,5,80,,301,,
March 2010,Wa Market Clinic,,,143,,,,,10,,,,,,,,,,,4,,,,,17,44,107,,
March 2010,Al-ahzar Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Busa Health Center,8,0,91,,,,,1,,,,,3,,,,1,,,,,1,,16,,25,,
March 2010,Bamahu CHPS,,,18,,,,,,,,,,,,,1,,,,,,,,4,,12,,
March 2010,Good Sheperd Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Nakore CHPS,,,32,,,,,,,,,,,,,,,,,,,,,6,,20,,
March 2010,Gbegru CHPS,,,2,,,,,,,,,,,,,,1,,,,,,,2,,8,,
March 2010,Dobile South CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Arch Bishop Dery M. Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Upper West Regional Hospital,221,3,652,21,,,,7,,,,,12,30,,,102,,7,,14,22,3,7,,92,42,
March 2010,Bamahu Health Center,,,36,,,,,,,,,,,,,,,,,,,,,8,,15,,
March 2010,Kpongu CHPS,,,28,,,,,,,,,,,,,,,,,,,,,9,,10,,
March 2010,Biihee CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Konta North Clinic,,,46,,,,,,,,,,,,,,,,,,,,,9,,56,,
March 2010,Boli CHPS,,,28,,,,,,,,,,,,,,,,,,,,,1,,,,
March 2010,Tampalipaani CHPS,,,5,,,,,,,,,16,,,,,,,,,,,,5,,5,,
March 2010,Dandafuro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Nyagli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Dobile North CHPS,,,17,,,,,1,,,,,,,,,,,,,,,,5,,30,5,
April 2010,Upper West Reg. Police Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Jonga CHPS,1,0,10,,,,,1,,2,,,,,,,1,,1,,,,,5,,10,1,
April 2010,Islamic Hospital,,,,,,,,,,,,12,,72,,,,,,,,,,14,,,2,
April 2010,Wa SHS Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Sing CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Konjiehi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Yibile CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Mangu/Sombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Ahamadiya (wa) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Kunbiehi CHPS,,,21,,,,,1,,,,,,,,,,,,,,,,,,2,1,
April 2010,Kperisi CHPS,,,45,,,,,,,,,,,,,,,,20,,,,,4,,15,,
April 2010,Kambali Health Center,,,149,,,,,,,,,,,,,,,,19,,,1,,34,,92,,
April 2010,Wa Urban Health Center,43,0,295,,,1,,,,1,,,4,13,,,,,3,,,,,43,,74,5,
April 2010,Dondoli CHPS,,,27,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Charingu Health Center,5,0,50,,,,,2,,,,,,,,,,,10,,3,,,3,,3,1,
April 2010,Charia Health Center,5,0,40,,,1,,,,,,,2,1,,,,,,,1,1,,26,,43,13,
April 2010,Piisi (wa) CHPS,,,9,,,,,,,,,,,,,,,,,,,,,,,,1,
April 2010,Adolescent Health Center,,,23,,,,,,,,,,,14,,,,,2,,,,,70,,185,10,
April 2010,Wa Market Clinic,,,164,,,,,5,,1,,,,,,,,,8,,,,,31,31,128,,
April 2010,Al-ahzar Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Busa Health Center,8,0,129,,,1,,1,,,,,6,1,,,3,,1,,,2,,23,,,,
April 2010,Bamahu CHPS,,,17,,,,,,,,,,,,,,,,1,,,,,10,,6,,
April 2010,Good Sheperd Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Nakore CHPS,,,29,,,,,,,,,,,,,,1,,,,,,,7,,4,,
April 2010,Gbegru CHPS,,,3,,,,,,,,,,,,,,1,,2,,,,,9,,7,,
April 2010,Dobile South CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Arch Bishop Dery M. Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Upper West Regional Hospital,239,1,542,12,,,,,,,,,9,18,,,,,,,,,,9,,45,,
April 2010,Bamahu Health Center,,,23,,,,,,,,11,21,,,,,,,4,,,,,6,,4,,
April 2010,Kpongu CHPS,,,18,,,,,,,,,,,,,,,,,,,,,11,,6,,
April 2010,Biihee CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Konta North Clinic,,,44,,,,,,,,,,,,,,,,,,,,,8,,39,,
April 2010,Boli CHPS,,,30,,,,,,,,,,,,,,,,,,,,,,,1,,
April 2010,Tampalipaani CHPS,,,5,,,,,,,,,,,,,,,,,,,,,4,,9,,
April 2010,Dandafuro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Nyagli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Dobile North CHPS,,,22,,,,,2,,,,,,,,,3,,1,,,,,5,,43,2,
May 2010,Upper West Reg. Police Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Jonga CHPS,1,0,3,,,,,,,,,,,1,,,,,5,,,,,9,,2,,
May 2010,Islamic Hospital,,,,,,,,,,,,12,,22,,,,,,,,,,,,,,
May 2010,Wa SHS Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Sing CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Konjiehi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Yibile CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
