Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals,
February 2009,Duori Health Centre,2,0,29,,,,,,,,,,11,,,,3,,,,1,,,5,,9,17,
February 2009,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Gbare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Nambeg CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Somboro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Ping CHPS,,,22,,,,,,,,,,,,,,1,,,,,,,7,,13,2,
February 2009,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,St. Joseph's Hospital,71,1,310,7,,,,,,,,,38,56,,,20,,3,,7,17,,1,,204,,
February 2009,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Tuggo Health Centre,3,0,62,,,1,,,,,,,4,,,,2,,4,,,,1,16,,22,4,
February 2009,Kogri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Guoripuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2009,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Tampaala CHPS,,,22,,,,,,,,,,,,,,,,,,,,,6,,34,2,
March 2009,Yagha Health Centre,9,0,67,,,,,1,,,,,2,,,,9,,,,,,,8,,10,9,
March 2009,Ullo Health Centre,23,0,55,,,,,,,,,,1,3,,,6,,1,,,,,14,,12,3,
March 2009,Tamapuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Sabuli Health Centre,4,0,45,,,,,,,,,,8,,,,1,,,,3,,,16,,8,13,
March 2009,Jirapa Urban Health Center,,,101,,,,,,,,,,4,1,,,1,,,,,,,65,,116,31,
March 2009,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Duori Health Centre,8,0,44,,,,,,,,,,6,,,,,,3,,,,,16,,5,21,
March 2009,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Gbare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Nambeg CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Somboro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Ping CHPS,,,18,,,,,,,,,,,,,,1,,,,1,,,2,,25,5,
March 2009,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,St. Joseph's Hospital,94,0,314,14,,,,,,,,,33,42,,,19,,,,7,17,,11,,163,,
March 2009,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Tuggo Health Centre,4,0,60,,,,,,,,,,,2,,,3,,11,,,,,10,,10,3,
March 2009,Kogri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Guoripuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2009,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Tampaala CHPS,,,19,,,3,,,,,,,,,,,,,,,,,,,,,,
April 2009,Yagha Health Centre,2,0,32,,,4,,,,,,,,,,,,,,,,,,,,,,
April 2009,Ullo Health Centre,14,9,64,,,2,,2,,,,,,,,,,,,,,,,,,,,
April 2009,Tamapuo CHPS,4,0,8,,,1,,,,,,,,,,,,,,,,,,,,,,
April 2009,Sabuli Health Centre,2,2,52,2,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Jirapa Urban Health Center,24,0,86,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Duori Health Centre,2,0,28,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Gbare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Nambeg CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Somboro CHPS,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Ping CHPS,,,23,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,St. Joseph's Hospital,98,0,358,7,,,,,,,,,22,,,,31,,11,,5,19,,11,,110,,
April 2009,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Tuggo Health Centre,10,0,97,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Kogri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Guoripuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2009,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Tampaala CHPS,,,17,,,,,,,,,,,,,,,,,,1,,,,,19,,
May 2009,Yagha Health Centre,7,0,33,,,1,,,,,,3,,,,,,,,,,,,,,6,7,
May 2009,Ullo Health Centre,13,0,35,,,,,,,,,,2,,,,3,,,,,,,14,,28,3,
May 2009,Tamapuo CHPS,1,0,10,,,1,,,,,,,,,,,,,,,,,,,,,,
May 2009,Sabuli Health Centre,5,0,44,,,,,,,,,,2,1,,,,,,,3,,,7,,,12,
May 2009,Jirapa Urban Health Center,,,71,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Duori Health Centre,3,0,34,,,1,,1,,,,,2,,,,,,2,,1,1,,1,,4,12,
May 2009,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Gbare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Nambeg CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Somboro CHPS,,,4,,,,,,,,,,2,,,,,,,,,,,7,,,,
May 2009,Ping CHPS,,,30,,,,,,,,,,,,,,,,,,,,,6,,14,,
May 2009,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,St. Joseph's Hospital,99,1,394,19,,,,,,,,,8,26,,,23,,,,15,7,3,21,1,131,,
May 2009,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Tuggo Health Centre,3,0,73,,,,,,,,,,,1,,,7,,,,,,,10,,8,1,
May 2009,Kogri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Guoripuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2009,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Tampaala CHPS,,,13,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Yagha Health Centre,5,0,27,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Ullo Health Centre,14,0,67,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Tamapuo CHPS,3,0,8,,,1,,,,,,,,,,,,,,,,,,,,,,
June 2009,Sabuli Health Centre,4,0,39,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Jirapa Urban Health Center,,,53,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Duori Health Centre,3,3,23,,,,,2,,,,,,,,,,,,,,,,,,,,
June 2009,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Gbare CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Nambeg CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Somboro CHPS,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Ping CHPS,,,22,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,St. Joseph's Hospital,77,0,333,14,,,,,,,,,11,43,,,23,,2,,19,23,,15,,118,,
June 2009,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Tuggo Health Centre,5,0,36,,,,,,,1,,,,,,,,,,,,,,,,,,
June 2009,Kogri CHPS,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Guoripuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2009,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Tampaala CHPS,,,14,,,,,1,,,,,5,,,,,,,,,,,8,,21,2,
July 2009,Yagha Health Centre,1,0,26,,,1,,,,,,,4,,,,,,,,1,1,,6,,12,44,
July 2009,Ullo Health Centre,8,0,72,,,2,,,,,,,1,,,,,,4,,,,,4,,30,6,
July 2009,Tamapuo CHPS,2,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Sabuli Health Centre,9,0,64,,,,,,,,,,,,,,,,,,1,,,,,8,12,
July 2009,Jirapa Urban Health Center,,,46,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Duori Health Centre,4,0,27,,,,,,,1,,,2,2,,,,,5,,,,,3,,3,,
July 2009,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Gbare CHPS,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Nambeg CHPS,,,14,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Somboro CHPS,,,12,,,,,,,,,,,,,,,,,,1,,,3,,1,2,
July 2009,Ping CHPS,,,18,,,,,,,,,,,,,,,,1,,,,,3,,7,2,
July 2009,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,St. Joseph's Hospital,66,0,446,9,,,,,,,,,9,33,,,11,,1,,16,12,,12,,210,,
July 2009,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Tuggo Health Centre,2,0,63,,,1,,,,1,,,,,,,,,2,,,,,12,,9,10,
July 2009,Kogri CHPS,,,20,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Guoripuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2009,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Tampaala CHPS,,,14,,,,,,,,,,,,,,,,,,,,,4,,28,2,
August 2009,Yagha Health Centre,6,2,51,,,,,1,,,,,10,,,,1,,2,,1,,,5,,18,12,
August 2009,Ullo Health Centre,10,0,30,,,3,,,,,,,,,,,,,5,,,,,2,,16,,
August 2009,Tamapuo CHPS,1,0,8,,,2,,,,1,,,,,,,,,,,,,,,,,,
August 2009,Sabuli Health Centre,5,0,59,,,,,,,,,,3,,,,1,,,,1,,,2,,,9,
August 2009,Jirapa Urban Health Center,33,0,43,,,,,,,,,,10,,,,,,2,,,,,40,,149,,
August 2009,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Duori Health Centre,4,0,17,,,1,,,,,,,,,,,,,,,,,,,,,,
August 2009,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Gbare CHPS,,,20,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Nambeg CHPS,,,14,,,,,1,,,,,,,,,,,,,,,,,,,,
August 2009,Somboro CHPS,,,11,,,,,1,,,,,5,,,,1,,1,,,,,1,,3,1,
August 2009,Ping CHPS,,,,,,,,,,,,,,,,,,,1,,,,,4,,13,,
August 2009,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,St. Joseph's Hospital,91,1,506,8,,,,,,,,,15,36,,,13,,1,,8,11,,16,,499,,
August 2009,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Tuggo Health Centre,8,0,54,,,,,,,,,,,1,,,,,,,,,,21,,18,3,
August 2009,Kogri CHPS,1,0,15,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Guoripuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Tampaala CHPS,,,18,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Yagha Health Centre,8,0,51,,,1,,1,,,,,,,,,,,,,,,,,,,,
September 2009,Ullo Health Centre,12,0,39,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Tamapuo CHPS,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Sabuli Health Centre,4,0,46,,,9,,,,,,,,,,,,,,,,,,,,,,
September 2009,Jirapa Urban Health Center,,,33,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Duori Health Centre,3,0,5,,,2,,2,,1,,,,,,,,,,,,,,,,,,
September 2009,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Gbare CHPS,3,0,5,,,2,,2,,1,,,,,,,,,,,,,,,,,,
September 2009,Nambeg CHPS,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Somboro CHPS,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Ping CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,St. Joseph's Hospital,115,2,537,13,,27,,66,,25,,,69,25,,1,44,,3,,6,23,,,,643,,
September 2009,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Tuggo Health Centre,14,0,63,,,1,,1,,,,,,,,,,,,,,,,,,,,
September 2009,Kogri CHPS,1,0,18,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Guoripuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Tampaala CHPS,,,11,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Yagha Health Centre,7,7,51,,,1,,,,,,,,,,,,,,,,,,,,,,
October 2009,Ullo Health Centre,18,0,36,,,,,3,,,,,,,,,,,,,,,,,,,,
October 2009,Tamapuo CHPS,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Sabuli Health Centre,8,0,34,,,3,,,,,,,,,,,4,,,,2,,,4,,21,,
October 2009,Jirapa Urban Health Center,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Duori Health Centre,7,0,36,,,3,,1,,,,,,,,,,,,,,,,,,,,
October 2009,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Gbare CHPS,,,28,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Nambeg CHPS,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Somboro CHPS,4,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Ping CHPS,,,14,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,St. Joseph's Hospital,112,0,388,13,,,,,,,,,64,37,,5,23,,2,2,6,12,,2,4,484,4,
October 2009,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Tuggo Health Centre,9,0,32,,,,,1,,,,,4,,,,,,1,,,1,,5,,37,,
October 2009,Kogri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Guoripuo CHPS,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Tampaala CHPS,,,17,,,1,,,,,,,,,,,,,,,,,,2,,,,
November 2009,Yagha Health Centre,2,0,17,,,,,,,,,,4,,,,1,,,,1,4,,3,,13,19,
November 2009,Ullo Health Centre,10,0,37,,,,,,,,,,3,,,,,,,,,,,6,,6,68,
November 2009,Tamapuo CHPS,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Sabuli Health Centre,4,0,48,,,3,,,,,,,,,,,,,,,,,,5,,,,
November 2009,Jirapa Urban Health Center,,,11,,,,,,,,,,13,,,,1,,,,,1,,20,,93,,
November 2009,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Duori Health Centre,4,0,20,,,,,,,,,5,9,2,,,,,2,,,3,,1,,4,9,
November 2009,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Gbare CHPS,,,32,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Nambeg CHPS,2,0,6,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Somboro CHPS,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Ping CHPS,,,19,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,St. Joseph's Hospital,87,0,352,12,,,,59,,,,,43,19,,2,16,,,,13,20,,29,3,335,3,
November 2009,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Tuggo Health Centre,8,0,59,,,,,,,,,,4,,,,,,4,,,10,,12,,,10,
November 2009,Kogri CHPS,,,12,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Guoripuo CHPS,,,11,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Tampaala CHPS,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Yagha Health Centre,7,0,37,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Ullo Health Centre,13,0,41,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Tamapuo CHPS,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Sabuli Health Centre,7,0,37,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Jirapa Urban Health Center,,,13,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Duori Health Centre,1,0,17,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Gbare CHPS,,,28,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Nambeg CHPS,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Somboro CHPS,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Ping CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,St. Joseph's Hospital,64,1,352,12,,15,,,,,,,55,25,,,41,,1,,9,15,,20,10,242,,
December 2009,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Tuggo Health Centre,4,0,41,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Kogri CHPS,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Guoripuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Tampaala CHPS,,,11,,,,,,,,,53,,,,,,,,,,,,4,,11,,
January 2010,Yagha Health Centre,5,0,34,,,,,,,,,55,,,,,1,,1,,4,,,3,,8,7,
January 2010,Ullo Health Centre,7,0,27,,,,,,,,,,2,,,,,,,,,,,5,,2,,
January 2010,Tamapuo CHPS,,,3,,,,,,,,,,3,,,,,,1,,,,,,,2,6,
January 2010,Sabuli Health Centre,5,0,37,,,,,,,,,,3,,,,1,,,,,,,9,,13,8,
January 2010,Jirapa Urban Health Center,,,8,,,,,,,,22,156,5,,,,,,,,,,,11,,33,4,
January 2010,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Duori Health Centre,2,0,29,,,,,,,,,,7,,,,3,,,,,1,,7,,6,9,
January 2010,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Gbare CHPS,,,17,,,,,,,,,,,,,,,,,,,,,,,3,,
January 2010,Nambeg CHPS,,,7,,,,,,,,,,,,,,1,,1,,,,,2,,2,,
January 2010,Somboro CHPS,,,10,,,,,,,,,11,1,,,,1,,,,,,,4,,,2,
January 2010,Ping CHPS,,,6,,,,,,,,,,,,,,1,,1,,,,,2,,8,,
January 2010,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,St. Joseph's Hospital,76,0,415,12,,,,,,,,,42,28,,1,19,1,4,,3,15,,18,,235,,
January 2010,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Tuggo Health Centre,3,0,36,,,,,,,,,,,,,,1,,,,,,,5,,1,,
January 2010,Kogri CHPS,,,16,,,,,,,,,,,,,,,,,,,,,2,,1,,
January 2010,Guoripuo CHPS,,,8,,,,,,,,,,,,,,,,,,,,,,,1,,
January 2010,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Tampaala CHPS,,,14,,,,,,,,,,,,,,,,,,,,,2,,17,1,
February 2010,Yagha Health Centre,4,0,28,,,,,,,,,36,2,,,,1,,1,,,2,1,,,11,11,
February 2010,Ullo Health Centre,,,41,,,,,,,,,,1,,,,,,,,,,,4,,1,12,
February 2010,Tamapuo CHPS,3,0,2,,,1,,,,,,,2,,,,1,,,,,,3,,,,7,
February 2010,Sabuli Health Centre,2,0,38,,,,,,,,,78,1,,,,1,,,,1,,1,5,,12,10,
February 2010,Jirapa Urban Health Center,,,22,,,,,,,,,,3,,,,,,,,,,,9,,31,,
February 2010,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Duori Health Centre,6,0,28,,,,,,,,1,,9,1,,,1,,2,,1,2,18,4,,17,32,
February 2010,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Gbare CHPS,,,,,,,,,,,,,5,,,,,,,,,,,,,7,,
February 2010,Nambeg CHPS,3,0,12,,,,,,,,2,,1,,,,1,,,,,,,1,,2,2,
February 2010,Somboro CHPS,,,12,,,,,,,,,,1,,,,1,,1,,,,,3,,2,1,
February 2010,Ping CHPS,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,St. Joseph's Hospital,72,0,384,11,,,,,,,,,37,35,,3,25,,1,,13,11,20,34,4,261,,
February 2010,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Tuggo Health Centre,3,0,42,,,,,,,,,,2,,,,,,1,,,,,16,,8,,
February 2010,Kogri CHPS,1,0,11,,,,,,,,,22,,,,,,,,,,,,1,,2,4,
February 2010,Guoripuo CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,
February 2010,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Tampaala CHPS,,,17,,,,,1,,,,,,,,,,,,,,,,5,,27,,
March 2010,Yagha Health Centre,4,0,34,,,2,,1,,,,,1,,,,,,,,,,,4,,8,,
March 2010,Ullo Health Centre,16,0,35,,,4,,,,,,,,,,,,,,,,,,,,,,
March 2010,Tamapuo CHPS,2,0,9,,,,,,,,2,1,2,,,,,,,,,,1,,,,,
March 2010,Sabuli Health Centre,6,0,53,,,1,,,,1,,,5,,,,1,,,,,,,4,,12,,
March 2010,Jirapa Urban Health Center,,,23,,,,,,,,,,8,,,,,,,,,,,6,,,,
March 2010,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Duori Health Centre,5,0,34,,,1,,1,,,7,,7,8,,1,1,,3,,,,14,5,,17,,
March 2010,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Gbare CHPS,,,27,,,,,,,,,,2,,,,,,,,,,,2,,10,,
March 2010,Nambeg CHPS,,,15,,,1,,1,,,,,,,,,,,1,,,,,4,,,,
March 2010,Somboro CHPS,,,17,,,,,17,,,,,,,,,,,,,,,,3,,9,,
March 2010,Ping CHPS,,,28,,,,,,,,,,,1,,,2,,,,,,,4,,7,,
March 2010,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,St. Joseph's Hospital,85,1,346,9,,,,,,,,,31,23,,,19,,1,,16,7,6,26,2,270,,
March 2010,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Tuggo Health Centre,7,0,64,,,,,2,,,,,,,,,,,,,,,,,,,,
