Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals,
April 2010,Zawse CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Goore Clinic,,,,,,,,,,,,3,1,4,,,5,,,,,2,,30,,139,,
April 2010,Binduri Health Centre,43,0,165,,,,,,,,,,2,4,,,6,,12,,1,,,22,,152,6,
April 2010,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Kukparigu CHPS,,,,,,,,,,,,,,,,,,,3,,,,,9,,36,,
April 2010,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Bazua Clinic,2,0,101,,,,,,,,,133,,3,,,,,,,,,,,,9,1,
May 2010,Bansi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Zawse CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Goore Clinic,,,,,,,,,,,,,,1,,,,,2,,,,,23,,30,,
May 2010,Binduri Health Centre,31,0,185,,,,,,,39,,,,2,,,10,,22,,1,,,24,,52,,
May 2010,Nafkolga CHPS,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,
May 2010,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Kukparigu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Bazua Clinic,5,0,141,,,,,,,63,,,,2,,,,,,,,,,1,,10,,
June 2010,Bansi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2010,Zawse CHPS,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
June 2010,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2010,Goore Clinic,,,,,,,,,,,,,,,,,1,,7,,,,,47,,31,1,
June 2010,Binduri Health Centre,37,0,235,,,1,,,,,3,,,6,,,5,,19,,,2,,24,,62,5,
June 2010,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,2,,,,,15,,1,,
June 2010,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2010,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2010,Kukparigu CHPS,,,,,,,,,,,,,,,,,,,4,,,,,4,,14,1,
June 2010,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
June 2010,Bazua Clinic,4,0,208,,,,,,,,,107,,,,,3,,4,,,,,6,,7,,
July 2010,Bansi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
July 2010,Zawse CHPS,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
July 2010,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2010,Goore Clinic,,,,,,,,,,,13,,1,1,,,,,4,,,2,,68,,65,1,
July 2010,Binduri Health Centre,32,0,255,,,,,1,,,37,,,,,,3,,,,,1,,30,,47,,
July 2010,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,3,,,,,4,,,1,
July 2010,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2010,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2010,Kukparigu CHPS,,,,,,,,,,,,,,,,,,,3,,,,,13,,25,1,
July 2010,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2010,Bazua Clinic,9,0,101,,,,,,,,5,10,4,3,,,20,,1,,,,,29,,31,10,
August 2010,Bansi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
August 2010,Zawse CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2010,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2010,Goore Clinic,,,,,,,,,,,,,,,,,,,1,,,,,61,,153,3,
August 2010,Binduri Health Centre,30,0,193,,,,,,,,4,,2,6,,,3,,16,,2,,,47,,117,9,
August 2010,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,12,,9,1,
August 2010,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2010,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2010,Kukparigu CHPS,,,,,,,,,,,,,,,,,,,1,,,,,10,,39,4,
August 2010,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,7,,,,
August 2010,Bazua Clinic,8,0,104,,,1,,,,,,,,1,,,,,,,,,,31,,95,4,
September 2010,Bansi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
September 2010,Zawse CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2010,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2010,Goore Clinic,,,,,,,,,,,,,,,,,,,1,,,,,29,,92,7,
September 2010,Binduri Health Centre,40,0,228,,,1,,,,71,,,,4,,,6,,12,,,4,,35,,155,3,
September 2010,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,9,,9,3,
September 2010,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2010,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2010,Kukparigu CHPS,,,,,,,,,,,,,,,,,,,,,,,,4,,40,,
September 2010,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,5,,,1,
September 2010,Bazua Clinic,4,0,150,,,,,,,,,,,1,,,1,,,,,,,7,,51,,
October 2010,Bansi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2010,Zawse CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2010,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2010,Goore Clinic,,,,,,,,,,,,5,,,,,1,,1,,,,,17,,117,4,
October 2010,Binduri Health Centre,39,0,100,,,,,1,,,7,,,,,,3,,10,,,2,,22,,221,,
October 2010,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,4,,10,,
October 2010,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2010,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2010,Kukparigu CHPS,,,4,,,,,,,1,,,,,,,,,,,,,,6,,30,5,
October 2010,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,
October 2010,Bazua Clinic,12,0,142,,,,,2,,,,,,3,,,3,,,,,,,14,,42,,
November 2010,Bansi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2010,Zawse CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2010,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2010,Goore Clinic,,,,,,,,,,,1,4,1,,,,2,,,,,,,3,,80,3,
November 2010,Binduri Health Centre,35,0,130,,,1,,,,,2,,,,,,6,,8,,,1,,,,202,,
November 2010,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,5,,
November 2010,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2010,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2010,Kukparigu CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,27,3,
November 2010,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
November 2010,Bazua Clinic,11,0,157,,,,,,,,,,,,,,4,,,,,,,8,,45,,
December 2010,Bansi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2010,Zawse CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2010,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2010,Goore Clinic,,,,,,,,,,,,,,2,,,2,,7,,,,,12,,49,3,
December 2010,Binduri Health Centre,27,0,156,,,2,,,,,7,,,,,,3,,15,,,1,,20,,151,4,
December 2010,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
December 2010,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2010,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2010,Kukparigu CHPS,,,,,,,,,,,,,,,,,1,,,,,,,9,,18,,
December 2010,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
December 2010,Bazua Clinic,3,0,176,,,3,,1,,,,,,4,,,3,,,,,,,22,,53,,
January 2011,Bansi CHPS,,,17,,,,,,,,,,,,,,,,,,,,,,,,,
January 2011,Zawse CHPS,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
January 2011,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2011,Goore Clinic,,,,,,,,,,,3,,,,,,,,2,,,,,7,,1,3,
January 2011,Binduri Health Centre,29,0,225,,,1,,,,,,,3,,,,1,1,9,,1,4,,19,,149,,
January 2011,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
January 2011,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2011,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2011,Kukparigu CHPS,,,13,,,,,,,,,,,,,,1,,1,,,,,8,,18,,
January 2011,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,
January 2011,Bazua Clinic,5,0,98,,,,,,,,,,2,13,,,1,,,,,,,22,,77,,
February 2011,Bansi CHPS,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,
February 2011,Zawse CHPS,,,28,,,,,,,,,,,,,,,,,,,,,,,,,
February 2011,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2011,Goore Clinic,,,,,,,,,,,,1,,,,,,,1,,,,,13,,47,,
February 2011,Binduri Health Centre,30,0,220,,,2,,,,,,,3,,,1,7,,9,,1,1,,25,,189,2,
February 2011,Nafkolga CHPS,,,,,,,,,,,,,4,,,,1,,,,,,,9,,1,3,
February 2011,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2011,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2011,Kukparigu CHPS,,,10,,,,,,,,,,,,,,,,1,,,,,9,,54,2,
February 2011,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,
February 2011,Bazua Clinic,5,0,147,,,,,1,,,,,,12,,,1,,2,,,,,14,,74,,
March 2011,Bansi CHPS,,,22,,,,,,,,,,,,,,,,,,,,,,,2,,
March 2011,Zawse CHPS,,,39,,,,,,,,,,,,,,,,,,,,,,,1,,
March 2011,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2011,Goore Clinic,,,,,,,,,,,,4,,,,,1,,4,,,2,1,31,,66,4,
March 2011,Binduri Health Centre,52,0,191,,,2,,,,,,,1,,,,12,,13,,1,,,21,,164,6,
March 2011,Nafkolga CHPS,,,,,,,,,,,,,2,,,,,,,,,,,5,,1,,
March 2011,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2011,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2011,Kukparigu CHPS,,,16,,,,,,,,,,,,,,1,,2,,,,,6,,75,4,
March 2011,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2011,Bazua Clinic,15,0,202,,,1,,2,,,,7,,13,,,1,,,,,,,9,,89,4,
April 2011,Bansi CHPS,,,17,,,,,,,,,,,,,,,,,,,,,,,1,,
April 2011,Zawse CHPS,,,52,,,,,,,,,,,,,,,,,,,,,,,,,
April 2011,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2011,Goore Clinic,,,,,,,,,,,,2,2,,,,,,2,,,,,29,,13,2,
April 2011,Binduri Health Centre,37,0,178,,,,,,,,,,,3,,,5,,13,,,,,28,,99,8,
April 2011,Nafkolga CHPS,,,11,,,,,,,,,,,,,,,,,,,,,2,,,3,
April 2011,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2011,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2011,Kukparigu CHPS,,,,,,,,,,,,,,,,,,,2,,,,,8,,30,1,
April 2011,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
April 2011,Bazua Clinic,5,0,141,,,5,,2,,,1,,1,9,,,1,,,,,,,18,,57,4,
May 2011,Bansi CHPS,,,22,,,,,,,,,,,,,,,,,,,,,,,2,,
May 2011,Zawse CHPS,,,20,,,,,,,,,,,,,,,,,,,,,,,,,
May 2011,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2011,Goore Clinic,,,,,,,,,,,,5,1,1,,1,2,,5,,,,,51,,34,2,
May 2011,Binduri Health Centre,30,0,161,,,,,,,,,,,4,,,,,,,,,,12,,113,9,
May 2011,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,4,,2,1,
May 2011,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2011,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2011,Kukparigu CHPS,1,0,6,,,,,,,,,,,,,,,,2,,,,,14,,26,1,
May 2011,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2011,Bazua Clinic,8,0,107,,,,,,,,,10,,,,,1,,4,,,,,33,,77,3,
June 2011,Bansi CHPS,,,10,,,,,,,,,,,,,,,,,,,,,,,5,8,
June 2011,Zawse CHPS,,,20,,,,,,,,,,,,,,,,,,,,,,,1,,
June 2011,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2011,Goore Clinic,,,,,,,,,,,,4,3,4,,,2,,6,,,,,39,,60,3,
June 2011,Binduri Health Centre,33,0,165,,,,,,,,,,,12,,,11,,23,,1,1,,42,,121,2,
June 2011,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
June 2011,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2011,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2011,Kukparigu CHPS,,,1,,,,,,,,,,,1,,,,,1,,,,,5,,24,1,
June 2011,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
June 2011,Bazua Clinic,17,0,217,,,,,1,,,,22,,18,,,2,,6,,,,,57,,88,1,
July 2011,Bansi CHPS,,,14,,,,,,,,,,,,,,,,,,,,,,,4,2,
July 2011,Zawse CHPS,,,13,,,,,,,,,,,,,,,,,,,,,,,1,,
July 2011,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2011,Goore Clinic,,,,,,,,,,,,,1,,,,,,1,,,,,55,,104,,
July 2011,Binduri Health Centre,32,0,223,,,1,,,,,,,,7,,,3,,21,,1,,,56,,121,5,
July 2011,Nafkolga CHPS,,,10,,,,,,,,,,,,,,,,,,,,,11,,,10,
July 2011,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2011,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2011,Kukparigu CHPS,,,5,,,,,,,,,,,,,,,,2,,,,,18,,24,,
July 2011,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,
July 2011,Bazua Clinic,15,0,115,,,,,1,,,48,2,,14,,,3,,4,,,,,38,,79,3,
August 2011,Bansi CHPS,,,15,,,,,,,,,,,,,,,,,,,,,,,3,,
August 2011,Zawse CHPS,,,27,,,,,,,2,,,,,,,,,,,,,,,,4,,
August 2011,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Goore Clinic,,,,,,,,,,,,6,7,,,,6,,13,,,,,60,,90,2,
August 2011,Binduri Health Centre,35,0,217,,,,,2,,,,,,1,,1,16,,11,,,1,,35,,131,9,
August 2011,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,5,,3,,
August 2011,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Kukparigu CHPS,,,29,,,,,,,,,,,,,,1,,,,,,,33,,22,,
August 2011,Manga CHPS,,,22,,,,,,,,,,,,,,,,,,,,,5,,,1,
August 2011,Bazua Clinic,16,0,124,,,,,1,,,,,,5,,,,,2,,,,,55,,92,,
September 2011,Bansi CHPS,,,9,,,,,,,,,,,,,,,,,,,,,,,2,,
September 2011,Zawse CHPS,,,14,,,,,,,,,,,,,,,,,,,,,1,,3,,
September 2011,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Goore Clinic,,,,,,,,,,,,,,,,,,,9,,,,,50,,85,6,
September 2011,Binduri Health Centre,39,0,203,,,2,,,,1,,,2,,,,10,,13,,,1,,20,,204,4,
September 2011,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,5,,49,3,
September 2011,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Kukparigu CHPS,,,19,,,,,,,,,,,,,,,,1,,,,,37,,45,,
September 2011,Manga CHPS,,,12,,,,,,,,,,,,,,,,,,,,,3,,,,
September 2011,Bazua Clinic,16,0,168,,,,,2,,,,45,,6,,,2,,1,,,,,15,,118,,
October 2011,Bansi CHPS,,,21,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Zawse CHPS,,,24,,,,,,,,,,,,,,,,,,,,,,,9,,
October 2011,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Goore Clinic,,,,,,,,,,,,,,,,,,,5,,,,,30,,60,6,
October 2011,Binduri Health Centre,41,0,193,,,2,,2,,,,,2,1,,,3,,15,,1,,,13,,330,4,
October 2011,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,11,,18,1,
October 2011,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Kukparigu CHPS,,,,,,,,,,,,,,,,,,,9,,,,,35,,87,,
October 2011,Manga CHPS,,,6,,,,,,,,,,,,,,,,,,,,,2,,2,,
October 2011,Bazua Clinic,6,0,152,,,,,1,,,,35,,2,,,,,,,,,,13,,,2,
November 2011,Bansi CHPS,,,26,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Zawse CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
November 2011,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Goore Clinic,,,,,,1,,2,,,,,,,,,1,,6,,,,,10,,41,2,
November 2011,Binduri Health Centre,38,0,190,,,,,,,1,,,4,5,,,8,,14,,,3,,12,,,5,
November 2011,Nafkolga CHPS,,,,,,,,,,,,,1,,,,,,,,,,,7,,27,2,
November 2011,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Kukparigu CHPS,,,,,,,,,,,,,,,,,1,,1,,,,,16,,30,,
November 2011,Manga CHPS,,,10,,,,,,,,,,,,,,,,,,,,,6,,2,,
November 2011,Bazua Clinic,10,0,88,,,,,1,,,,28,,10,,,,,,,,,,16,,116,7,
December 2011,Bansi CHPS,,,26,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Zawse CHPS,,,39,,,,,,,,,,,,,,,,,,,,,,,2,,
December 2011,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Goore Clinic,,,,,,,,,,,,,,,,,,,7,,,,,10,,29,2,
December 2011,Binduri Health Centre,30,0,250,,,1,,,,,,,5,2,,,11,,24,,,4,,19,,125,3,
December 2011,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
December 2011,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Kukparigu CHPS,,,,,,,,,,,,,,,,,1,,2,,,,,13,,33,,
December 2011,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
December 2011,Bazua Clinic,13,0,94,,,,,,,1,,5,4,10,,,,,2,,,,,24,,107,6,
January 2012,Bansi CHPS,,,10,,,,,,,,,,,,,,,,,,,,,,,1,,
January 2012,Zawse CHPS,,,23,,,,,,,,,,,,,,,,,,,,,,,1,,
January 2012,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2012,Goore Clinic,,,,,,,,,,,,,,,,,,,36,,,,,21,,45,6,
January 2012,Binduri Health Centre,41,0,234,,2,1,1,1,2,2,,,4,,,,7,,16,,,3,,21,,84,9,
January 2012,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,27,,22,,
January 2012,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2012,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2012,Kukparigu CHPS,,,,,,,,,,,,,,,,,,,1,,,2,,9,,31,,
January 2012,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
January 2012,Bazua Clinic,4,0,103,,1,,1,,,,3,4,,18,,,2,,,,,1,,25,,,20,
February 2012,Bansi CHPS,,,20,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Zawse CHPS,,,20,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Goore Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Binduri Health Centre,53,0,182,,1,,1,,,,,1,3,8,,,14,,53,,2,1,,33,,83,2,
February 2012,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
February 2012,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Kukparigu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Bazua Clinic,20,0,109,,,,1,1,,,,,,,,,,,,,,,,,,,,
March 2012,Bansi CHPS,,,25,,,,,,4,,,,,,,,,,,,,,,,,,,
March 2012,Zawse CHPS,,,33,,,,,,,,,,,,,,,,,,,,,,,,,
March 2012,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2012,Goore Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2012,Binduri Health Centre,35,0,220,,2,,1,,,,,,,9,,,,,,,,,,40,,,,
March 2012,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2012,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2012,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2012,Kukparigu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2012,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2012,Bazua Clinic,17,0,187,,3,,1,3,,,,,,,,,,,,,,,,,,,,
April 2012,Bansi CHPS,,,29,,30,,3,,,,,,,,,,,,,,,,,,,,3,
April 2012,Zawse CHPS,,,30,,,,,,,,,,,,,,,,,,,,,,,2,,
April 2012,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2012,Goore Clinic,,,,,,,,,,,,,,,,,1,,2,,,,,43,,44,12,
April 2012,Binduri Health Centre,36,0,195,,1,,,,,,,,,5,,,4,,22,,,,,30,,145,4,
April 2012,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,7,,40,9,
April 2012,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2012,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2012,Kukparigu CHPS,,,,,,,,,,,,,,,,,,,3,,,,,3,,8,2,
April 2012,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
April 2012,Bazua Clinic,15,0,144,,1,,,,,,3,1,,3,,,,,,,,,,,,68,,
May 2012,Bansi CHPS,,,26,,,,,,,,,,,,,,,,,,,,,,,1,,
May 2012,Zawse CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
May 2012,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2012,Goore Clinic,,,,,,,,,,,,,,,,,1,,3,,,,,20,,29,2,
May 2012,Binduri Health Centre,44,0,169,,,,,1,,,,,2,17,,,5,,21,,,1,,53,,117,1,
May 2012,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,7,,,13,
May 2012,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2012,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2012,Kukparigu CHPS,,,,,,,,,,1,,,,,,,,,1,,,,,4,,23,,
May 2012,Manga CHPS,,,,,,,,,,,,,9,,,,,,,,,,,3,,,,
May 2012,Bazua Clinic,13,0,159,,,3,,,,,,,3,,,,,,,,,,,53,,107,2,
June 2012,Bansi CHPS,,,21,,,,,,,,,,,,,,,,,,,,,,,1,,
June 2012,Zawse CHPS,,,36,,,,,,,,,,,,,,,,,,,,,,,,,
June 2012,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2012,Goore Clinic,,,,,,,,,,,,,,,,,,,7,,,,,46,,62,,
June 2012,Binduri Health Centre,31,0,187,,,1,,,,,,,2,15,,,10,,12,,1,1,,81,,146,4,
June 2012,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,29,,,,
June 2012,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2012,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2012,Kukparigu CHPS,,,,,,,,,,,,,,,,,,,1,,,1,,5,,10,11,
June 2012,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,
