Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals,
August 2009,Islam Matenity,25,0,119,,,,,,,,,,,52,,,23,,,,,,,,,,,
August 2009,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Millennium Laafi Doog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2009,Mognori Health Centre,7,0,160,,,3,,2,,,,,,7,,,,,,,,,,24,,32,2,
August 2009,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Bawku Presby Hospital,163,1,960,17,,,,,,,,,8,33,,,16,,,,,11,,108,3,293,12,
September 2009,Urban (bawku) Health Centre,,,489,,,,,6,,3,,8,7,7,,,5,,19,,,,,115,,1145,6,
September 2009,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Quality (bawku) Medical Centre,,,,,,,,,,,,,4,38,,,23,,,,2,,,10,,,,
September 2009,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Islam Matenity,23,0,97,,,1,,,,1,,,,,,,,,,,,,,,,,,
September 2009,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Millennium Laafi Doog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2009,Mognori Health Centre,25,0,151,,,,,3,,,,,,9,,,,,,,,,,7,,51,,
September 2009,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Bawku Presby Hospital,184,0,1154,25,,,,3,,,,,18,9,,,30,,1,,,14,,76,1,296,19,
October 2009,Urban (bawku) Health Centre,,,511,,,2,,1,,,1,17,19,13,,,2,,7,,,,,89,,619,7,
October 2009,Kuka CHPS,,,,,,,,,,8,,,,,,,,,,,,,,,,,,
October 2009,Quality (bawku) Medical Centre,,,,,,,,,,,,,16,30,,,12,,,,2,,,13,2,,,
October 2009,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Islam Matenity,15,0,111,,,,,,,,,,,62,,,22,,,,,,,,,,7,
October 2009,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Millennium Laafi Doog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2009,Mognori Health Centre,16,0,152,,,2,,2,,,50,,,6,,,,,1,,,,,13,,67,1,
October 2009,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Bawku Presby Hospital,158,0,798,23,,,,1,,,,,6,20,,,14,,2,,,8,,9,,156,14,
November 2009,Urban (bawku) Health Centre,,,440,,,1,,4,,1,5,8,11,26,,,6,,17,,,,,68,1,296,4,
November 2009,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Quality (bawku) Medical Centre,,,,,,,,,,,,,6,19,,,9,,,,,,,10,,,,
November 2009,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Islam Matenity,18,0,61,,,1,,2,,,16,12,,34,,,23,,,,,,,,,,26,
November 2009,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Millennium Laafi Doog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2009,Mognori Health Centre,12,0,150,,,3,,,,,,,,10,,,,,3,,,,,15,,73,1,
November 2009,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Bawku Presby Hospital,156,0,1077,26,,1,,,,,,,12,27,,,15,,3,,,9,1,32,,246,,
December 2009,Urban (bawku) Health Centre,,,503,,,2,,5,,2,1,5,7,58,,,6,,16,,,,,98,1,680,3,
December 2009,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Quality (bawku) Medical Centre,,,,,,,,,,,,,10,19,,,,,,,3,,,15,,,,
December 2009,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Islam Matenity,21,0,81,,,,,,,,,,,46,,,30,,,,,,,,,,22,
December 2009,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Millennium Laafi Doog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2009,Mognori Health Centre,21,0,220,,,3,,3,,,,,,,,,,,,,,,,28,,77,3,
December 2009,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Bawku Presby Hospital,182,0,866,34,,,,,,,,,29,345,,,21,,5,,,7,,113,,,19,
January 2010,Urban (bawku) Health Centre,,,692,,,,,3,,,,1,5,47,,,6,,72,,,3,,91,,724,14,
January 2010,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Quality (bawku) Medical Centre,14,0,,,,,,,,,,,4,19,,,6,1,,,,,,7,,,,
January 2010,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Islam Matenity,13,0,95,,,1,,1,,2,,,,,,,,,,,,,,,,,,
January 2010,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Millennium Laafi Doog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2010,Mognori Health Centre,26,0,105,,,2,,2,,,,,,,,,1,,1,,,,,33,,74,1,
January 2010,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Bawku Presby Hospital,181,0,1097,29,,,,,,,,,42,183,,,26,,1,,,9,2,59,,,,
February 2010,Urban (bawku) Health Centre,1,0,410,,,,,,,,,3,1,51,,1,4,,30,,,1,,130,,565,7,
February 2010,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Quality (bawku) Medical Centre,5,0,,,,,,,,,,,9,20,,,38,,,,,,,8,,,,
February 2010,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Islam Matenity,12,0,86,,,1,,2,,,2,1,,,,,,,,,,,,,,,4,
February 2010,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Millennium Laafi Doog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2010,Mognori Health Centre,20,0,170,,,3,,2,,,,,,2,,,2,,1,,,,,30,,94,,
February 2010,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Bawku Presby Hospital,178,0,1239,22,,,,,,,,,35,111,,,20,,,,,10,,42,,544,12,
March 2010,Urban (bawku) Health Centre,3,0,320,,,2,,6,,,,2,5,24,,2,7,,15,,,1,1,141,1,1030,9,
March 2010,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Quality (bawku) Medical Centre,17,0,,,,,,,,,,,7,23,,,15,,,,,,,7,,,,
March 2010,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Islam Matenity,17,0,100,,,2,,1,,,,,,,,,,,,,,,,16,,,3,
March 2010,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Millennium Laafi Doog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2010,Mognori Health Centre,20,0,162,,,2,,1,,,,,,8,,,,,,,,,,20,,59,,
March 2010,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Bawku Presby Hospital,130,0,597,18,,,,,,,,,8,63,,,4,,1,,,3,,27,,179,5,
April 2010,Urban (bawku) Health Centre,,,162,,,3,,4,,,3,,3,35,,,3,,39,,,2,,131,,518,13,
April 2010,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Quality (bawku) Medical Centre,33,0,,,,,,,,,,,,46,,,22,,,,,,,4,,,,
April 2010,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Islam Matenity,20,0,149,,,,,,,1,,,7,,,,,,,,,,,,,,,
April 2010,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Millennium Laafi Doog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Mognori Health Centre,10,0,170,,,2,,2,,1,,,,6,,,,,,,,,,12,,40,,
April 2010,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Bawku Presby Hospital,161,0,898,23,,,,,,,,,3,62,,,4,,4,,,2,,43,,175,6,
May 2010,Urban (bawku) Health Centre,7,0,337,,,,,,,,,2,7,5,,,5,,28,,,1,,78,,272,9,
May 2010,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Quality (bawku) Medical Centre,20,0,,,,,,,,,,,4,15,,,16,5,,,1,,,7,,,,
May 2010,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Islam Matenity,15,0,138,,,,,,,,1,2,,,,,,,,,,,,28,,,,
May 2010,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Millennium Laafi Doog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Mognori Health Centre,7,0,103,,,,,,,,,,,,,,1,,1,,,,,26,,54,1,
May 2010,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2010,Bawku Presby Hospital,156,0,783,32,,,,,,,,,3,80,,,8,,1,,,5,1,82,,231,6,
June 2010,Urban (bawku) Health Centre,6,0,492,,,,,2,,,,5,2,19,,,13,1,43,,1,,,213,1,487,8,
June 2010,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2010,Quality (bawku) Medical Centre,11,0,,,,,,,,,,,3,10,,,18,3,,,,,,4,,,,
June 2010,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2010,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2010,Islam Matenity,16,0,132,,,3,,1,,,,,,,,,,,,,,,,,,,,
June 2010,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2010,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2010,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2010,Millennium Laafi Doog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2010,Urban West Health Centre (Bawku),,,,,,2,,,,,,,,,,,,,,,,,,,,,,
June 2010,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2010,Mognori Health Centre,16,0,127,,,1,,6,,,,,,2,,,,,,,,,,20,,19,1,
June 2010,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2010,Bawku Presby Hospital,133,0,1114,27,,39,,,,,,,34,159,,,9,,2,,,5,,195,,443,7,
July 2010,Urban (bawku) Health Centre,1,0,391,,,,,,,,,5,9,2,,1,7,,27,,1,,2,313,,816,8,
July 2010,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2010,Quality (bawku) Medical Centre,11,0,,,,3,,,,,,,5,20,,,16,,,,1,,,7,,,,
July 2010,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2010,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2010,Islam Matenity,13,0,140,,,,,,,,,,,33,,,7,,,,,,,,,,,
July 2010,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2010,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2010,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2010,Millennium Laafi Doog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2010,Urban West Health Centre (Bawku),,,,,,,,6,,2,,,,,,,,,,,,,,,,,,
July 2010,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2010,Mognori Health Centre,11,0,102,,,,,,,,,,,3,,,,,,,,,,29,,48,1,
July 2010,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2010,Bawku Presby Hospital,170,0,1245,29,,26,,,,,,,42,140,,,8,,1,,,4,,150,,555,15,
August 2010,Urban (bawku) Health Centre,4,0,517,,,1,,,,,,5,16,,,1,12,,30,,2,1,,171,,851,8,
August 2010,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2010,Quality (bawku) Medical Centre,7,0,,,,4,,,,,,,3,48,,,4,,,,3,,,7,,,,
August 2010,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2010,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2010,Islam Matenity,28,0,281,,,2,,1,,,,,,30,,,,,,,,,,,,,,
August 2010,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2010,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2010,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2010,Millennium Laafi Doog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2010,Urban West Health Centre (Bawku),,,,,,,,,,,,,3,48,,,4,,,,3,,,7,,,,
August 2010,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2010,Mognori Health Centre,11,0,136,,,,,,,,,,,4,,,,,,,,,,54,,67,3,
August 2010,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2010,Bawku Presby Hospital,208,0,122,34,,,,,,,,,18,63,,,88,,,,,1,,270,1,440,6,
September 2010,Urban (bawku) Health Centre,5,0,499,,,,,2,,,5,1,10,10,,,3,,36,,1,1,,101,,526,8,
September 2010,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2010,Quality (bawku) Medical Centre,,,,,,,,,,,,,7,,,,,,,,3,,,8,,,,
September 2010,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2010,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2010,Islam Matenity,30,0,132,,,1,,2,,,,,,21,,,19,,,,,,,,,,,
September 2010,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2010,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2010,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2010,Millennium Laafi Doog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2010,Urban West Health Centre (Bawku),,,,,,,,,,2,,,,,,,,,,,,,,,,,,
September 2010,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2010,Mognori Health Centre,14,0,98,,,,,,,,,,,4,,,,,,,,,,20,,50,,
September 2010,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2010,Bawku Presby Hospital,217,2,1475,30,,,,,,,,,3,131,,,6,,2,,,7,,91,,409,6,
October 2010,Urban (bawku) Health Centre,5,0,451,,,,,,,,7,2,6,,,,53,,10,,1,1,,138,,965,10,
October 2010,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2010,Quality (bawku) Medical Centre,15,0,,,,,,,,,706,3338,18,25,,,24,,,,2,,,5,,,,
October 2010,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2010,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2010,Islam Matenity,34,0,148,,,,,,,,,,,,,,10,,,,,,,,,,,
October 2010,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2010,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2010,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2010,Millennium Laafi Doog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2010,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2010,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2010,Mognori Health Centre,9,0,116,,,,,,,,,,,1,,,,,,,,,,,,32,,
October 2010,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2010,Bawku Presby Hospital,188,0,1371,33,,124,,,,,,,36,59,,,18,,4,,,5,,27,,212,3,
November 2010,Urban (bawku) Health Centre,3,0,500,,,,,,,,7,2,7,,,,5,,20,,1,,2,157,1,947,9,
November 2010,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2010,Quality (bawku) Medical Centre,4,0,,,,,,,,,564,,15,19,,5,9,2,,,2,,,3,,,,
November 2010,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2010,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2010,Islam Matenity,28,0,122,,,2,,,,,,,,24,,,,,,,,,,,,,,
November 2010,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2010,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2010,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2010,Millennium Laafi Doog,,,,,,,,,,,261,326,19,41,,,20,,,,1,,,24,,16,,
November 2010,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2010,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2010,Mognori Health Centre,8,0,126,,,,,,,,,37,,7,,,,,,,,,,7,,27,,
November 2010,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2010,Bawku Presby Hospital,167,2,1103,21,,,,,,,,,15,101,,,10,,4,,,7,1,56,,295,10,
December 2010,Urban (bawku) Health Centre,4,0,607,,,,,,,,,2,4,1,,,9,,25,,1,1,,174,,741,8,
December 2010,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2010,Quality (bawku) Medical Centre,11,0,,,,,,,,,,,3,118,,,,,,,,,,2,,,,
December 2010,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2010,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2010,Islam Matenity,21,0,152,,,1,,2,,,,,,,,,,,,,,,,36,,,,
December 2010,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2010,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2010,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2010,Millennium Laafi Doog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2010,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2010,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2010,Mognori Health Centre,7,0,125,,,1,,2,,,,,,7,,,,,,,,,,5,,71,,
December 2010,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2011,Bawku Presby Hospital,170,1,1207,25,,41,,,,,,,321,536,,,2,,,,,7,,303,1,560,12,
January 2011,Urban (bawku) Health Centre,9,0,537,,,,,,,,,,2,5,,,11,,20,,1,,1,152,,786,9,
January 2011,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2011,Quality (bawku) Medical Centre,6,0,,,,,,,,,,1803,3,139,,,,,,,,2,,,,,,
January 2011,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
January 2011,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2011,Islam Matenity,15,0,135,,,,,,,,,,,40,,,6,,,,,,,,,,,
January 2011,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2011,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2011,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2011,Millennium Laafi Doog,,,,,,,,,,,,,8,18,,,1,,,,,,,17,,34,,
January 2011,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2011,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2011,Mognori Health Centre,18,0,97,,,,,,,,,,,17,,,,,,,,,,7,,76,,
January 2011,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2011,Bawku Presby Hospital,159,1,1016,19,,,,,,,,,,293,,,7,,,,,9,2,149,,725,16,
February 2011,Urban (bawku) Health Centre,17,0,558,,,2,,1,,,2,1,6,2,,1,4,,27,,,,,181,1,864,9,
February 2011,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2011,Quality (bawku) Medical Centre,7,0,,,,,,,,,177,2446,,333,,,,4,,,,,,,,,,
February 2011,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
February 2011,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2011,Islam Matenity,23,0,128,,,,,,,,,,,,,,,,,,,,,,,,,
February 2011,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2011,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2011,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2011,Millennium Laafi Doog,,,,,,,,,,,,,11,25,,,12,,,,,,,,,25,,
February 2011,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2011,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2011,Mognori Health Centre,9,0,91,,,,,,,,,356,,5,,,,,,,,,,7,,66,1,
February 2011,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2011,Bawku Presby Hospital,193,3,1235,25,,,,,,,,,28,253,,,22,,1,,,4,1,102,,,26,
March 2011,Urban (bawku) Health Centre,12,0,371,,,,,,,,,,5,2,,,7,1,26,,1,1,1,109,,1130,9,
March 2011,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2011,Quality (bawku) Medical Centre,12,0,,,,,,,,,,68,43,204,,,18,,,,,,,,,336,,
March 2011,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2011,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2011,Islam Matenity,29,0,159,,,,,,,,,,,,,,,,,,,,,,,,,
March 2011,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2011,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2011,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2011,Millennium Laafi Doog,,,,,,,,,,,,68,1,,,,1,,,,,,,14,30,767,5,
March 2011,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
